Date,High,Low,Open,Close,Volume,Adj Close
2011-01-03,54.7400016784668,52.220001220703125,52.5,54.7400016784668,3529.0,54.7400016784668
2011-01-04,57.119998931884766,54.599998474121094,54.599998474121094,56.279998779296875,5629.0,56.279998779296875
2011-01-05,56.13999938964844,54.7400016784668,55.86000061035156,55.15999984741211,2700.0,55.15999984741211
2011-01-06,56.0,54.18000030517578,54.880001068115234,54.599998474121094,2307.0,54.599998474121094
2011-01-07,56.0,54.31999969482422,55.02000045776367,55.439998626708984,1021.0,55.439998626708984
2011-01-10,57.400001525878906,54.7400016784668,55.58000183105469,57.400001525878906,7379.0,57.400001525878906
2011-01-11,68.87999725341797,56.70000076293945,57.2599983215332,68.31999969482422,25693.0,68.31999969482422
2011-01-12,67.05999755859375,60.619998931884766,67.05999755859375,64.95999908447266,13179.0,64.95999908447266
2011-01-13,67.9000015258789,63.560001373291016,64.54000091552734,67.9000015258789,9307.0,67.9000015258789
2011-01-14,67.4800033569336,63.70000076293945,67.4800033569336,65.37999725341797,4800.0,65.37999725341797
2011-01-18,64.68000030517578,62.29999923706055,64.12000274658203,63.13999938964844,4436.0,63.13999938964844
2011-01-19,65.66000366210938,62.58000183105469,62.58000183105469,64.12000274658203,6236.0,64.12000274658203
2011-01-20,65.5199966430664,60.900001525878906,64.81999969482422,64.26000213623047,8493.0,64.26000213623047
2011-01-21,65.37999725341797,63.560001373291016,64.12000274658203,65.0999984741211,5279.0,65.0999984741211
2011-01-24,65.66000366210938,64.54000091552734,65.23999786376953,65.37999725341797,4757.0,65.37999725341797
2011-01-25,64.81999969482422,59.91999816894531,64.81999969482422,61.459999084472656,13807.0,61.459999084472656
2011-01-26,63.41999816894531,57.68000030517578,61.599998474121094,62.02000045776367,14357.0,62.02000045776367
2011-01-27,63.41999816894531,61.31999969482422,61.459999084472656,63.13999938964844,2214.0,63.13999938964844
2011-01-28,63.0,61.18000030517578,62.86000061035156,61.7400016784668,1207.0,61.7400016784668
2011-01-31,63.279998779296875,61.040000915527344,61.599998474121094,63.13999938964844,2857.0,63.13999938964844
2011-02-01,64.4000015258789,63.0,63.279998779296875,64.4000015258789,5071.0,64.4000015258789
2011-02-02,66.36000061035156,64.54000091552734,64.54000091552734,66.36000061035156,4064.0,66.36000061035156
2011-02-03,67.9000015258789,65.80000305175781,66.08000183105469,67.19999694824219,3521.0,67.19999694824219
2011-02-04,67.76000213623047,66.36000061035156,66.91999816894531,67.62000274658203,2236.0,67.62000274658203
2011-02-07,67.9000015258789,66.91999816894531,67.33999633789062,67.05999755859375,2807.0,67.05999755859375
2011-02-08,67.19999694824219,65.80000305175781,66.63999938964844,66.63999938964844,2243.0,66.63999938964844
2011-02-09,66.5,65.66000366210938,66.22000122070312,66.22000122070312,2750.0,66.22000122070312
